Weight,Height,Animal
5411,299,Elephant
5803,340,Elephant
4704,285,Elephant
2940,354,Elephant
5606,298,Elephant
4865,364,Elephant
3637,255,Elephant
3588,345,Elephant
4251,337,Elephant
5425,390,Elephant
4495,346,Elephant
2170,324,Elephant
4169,355,Elephant
2760,323,Elephant
5733,273,Elephant
2813,345,Elephant
2470,330,Elephant
5889,355,Elephant
4897,293,Elephant
4681,293,Elephant
6309,256,Elephant
3246,315,Elephant
6160,393,Elephant
4422,384,Elephant
1999,331,Elephant
2692,258,Elephant
4562,250,Elephant
3603,356,Elephant
2124,346,Elephant
4778,350,Elephant
2289,257,Elephant
2102,329,Elephant
3280,384,Elephant
3652,365,Elephant
6322,256,Elephant
5221,363,Elephant
3284,383,Elephant
3309,298,Elephant
4600,398,Elephant
6441,257,Elephant
3014,389,Elephant
3016,279,Elephant
3263,316,Elephant
1934,302,Elephant
4990,379,Elephant
2877,253,Elephant
4595,302,Elephant
3015,368,Elephant
6170,316,Elephant
2710,346,Elephant
4449,368,Elephant
5524,376,Elephant
4664,264,Elephant
4491,256,Elephant
3512,392,Elephant
5923,346,Elephant
6313,268,Elephant
2993,344,Elephant
3408,342,Elephant
4126,388,Elephant
3228,399,Elephant
5802,316,Elephant
5754,332,Elephant
2807,288,Elephant
5163,360,Elephant
6137,311,Elephant
1913,395,Elephant
3094,310,Elephant
5103,261,Elephant
2786,331,Elephant
2647,394,Elephant
5179,265,Elephant
2283,344,Elephant
4215,339,Elephant
2700,330,Elephant
5637,369,Elephant
2620,388,Elephant
3032,328,Elephant
3984,299,Elephant
4634,321,Elephant
6388,378,Elephant
5712,338,Elephant
5400,263,Elephant
2111,375,Elephant
2736,319,Elephant
3260,294,Elephant
4435,259,Elephant
4565,296,Elephant
5920,355,Elephant
2776,266,Elephant
3592,263,Elephant
4135,267,Elephant
2867,288,Elephant
3150,357,Elephant
5620,378,Elephant
4980,284,Elephant
2992,264,Elephant
3294,274,Elephant
6229,284,Elephant
2065,308,Elephant
6337,318,Elephant
4836,361,Elephant
3925,366,Elephant
5976,272,Elephant
3384,359,Elephant
2091,251,Elephant
3196,279,Elephant
5167,385,Elephant
2581,357,Elephant
3539,261,Elephant
3210,293,Elephant
3323,305,Elephant
6034,354,Elephant
5233,397,Elephant
5930,365,Elephant
5270,293,Elephant
5126,262,Elephant
3749,352,Elephant
4791,342,Elephant
4856,329,Elephant
2021,339,Elephant
2003,332,Elephant
4596,341,Elephant
5898,328,Elephant
4462,366,Elephant
2611,328,Elephant
5005,285,Elephant
5598,339,Elephant
4097,380,Elephant
3637,390,Elephant
4826,389,Elephant
5221,272,Elephant
4066,333,Elephant
5381,288,Elephant
2901,383,Elephant
5694,334,Elephant
3537,379,Elephant
4886,371,Elephant
3424,397,Elephant
5734,263,Elephant
2950,394,Elephant
6497,321,Elephant
3042,352,Elephant
2486,360,Elephant
4820,322,Elephant
6088,334,Elephant
4606,339,Elephant
3434,280,Elephant
2439,355,Elephant
6111,254,Elephant
3630,382,Elephant
3235,333,Elephant
4670,269,Elephant
2546,323,Elephant
6127,291,Elephant
4356,327,Elephant
4974,360,Elephant
2586,377,Elephant
5196,372,Elephant
3682,285,Elephant
2600,336,Elephant
5873,387,Elephant
5861,280,Elephant
2805,387,Elephant
5142,338,Elephant
5359,307,Elephant
3659,280,Elephant
2088,294,Elephant
5754,267,Elephant
3305,336,Elephant
2339,311,Elephant
6104,299,Elephant
2207,310,Elephant
1904,252,Elephant
3287,352,Elephant
5611,312,Elephant
2880,266,Elephant
5797,302,Elephant
6365,318,Elephant
5815,309,Elephant
3968,263,Elephant
3127,313,Elephant
5125,355,Elephant
3928,266,Elephant
6410,304,Elephant
2568,302,Elephant
5157,322,Elephant
4077,317,Elephant
3091,298,Elephant
3565,301,Elephant
6319,379,Elephant
5652,315,Elephant
1859,399,Elephant
4162,359,Elephant
3385,378,Elephant
2774,337,Elephant
6442,379,Elephant
5318,273,Elephant
3726,395,Elephant
3558,309,Elephant
2784,282,Elephant
6313,395,Elephant
2591,309,Elephant
2885,396,Elephant
4535,348,Elephant
6364,350,Elephant
4873,342,Elephant
4304,276,Elephant
6021,382,Elephant
3202,356,Elephant
5769,349,Elephant
4711,381,Elephant
2557,318,Elephant
6019,264,Elephant
4434,369,Elephant
1922,377,Elephant
4614,258,Elephant
3107,252,Elephant
5779,347,Elephant
5777,312,Elephant
5209,250,Elephant
3390,347,Elephant
5034,306,Elephant
2508,329,Elephant
3626,263,Elephant
2285,389,Elephant
2851,364,Elephant
4962,340,Elephant
3646,270,Elephant
4962,284,Elephant
2989,345,Elephant
3098,389,Elephant
2404,328,Elephant
5349,291,Elephant
5314,299,Elephant
3545,398,Elephant
4445,397,Elephant
1930,314,Elephant
3642,374,Elephant
2239,390,Elephant
1856,300,Elephant
2875,340,Elephant
2483,329,Elephant
1837,282,Elephant
6243,371,Elephant
5420,397,Elephant
5557,268,Elephant
6224,361,Elephant
3183,346,Elephant
3806,315,Elephant
4939,295,Elephant
4660,290,Elephant
2941,307,Elephant
3281,337,Elephant
3118,316,Elephant
3831,317,Elephant
6401,331,Elephant
4470,331,Elephant
3269,251,Elephant
4934,355,Elephant
6261,331,Elephant
3091,343,Elephant
4394,318,Elephant
5891,302,Elephant
6249,261,Elephant
6487,313,Elephant
2729,345,Elephant
4431,345,Elephant
4774,364,Elephant
3541,374,Elephant
6247,292,Elephant
6030,374,Elephant
2689,330,Elephant
6453,281,Elephant
4261,341,Elephant
5721,337,Elephant
6157,273,Elephant
4404,295,Elephant
5971,347,Elephant
5419,298,Elephant
6083,374,Elephant
2238,340,Elephant
3430,263,Elephant
2681,345,Elephant
5411,265,Elephant
4319,342,Elephant
3750,324,Elephant
4607,358,Elephant
4945,339,Elephant
5472,253,Elephant
3356,340,Elephant
3040,304,Elephant
2308,372,Elephant
3383,364,Elephant
4847,265,Elephant
3330,300,Elephant
4093,263,Elephant
2041,351,Elephant
3828,344,Elephant
5443,282,Elephant
5644,311,Elephant
2160,269,Elephant
5878,353,Elephant
4526,364,Elephant
5082,257,Elephant
5179,280,Elephant
5060,350,Elephant
4455,312,Elephant
2162,356,Elephant
6249,290,Elephant
2922,386,Elephant
5927,269,Elephant
6161,286,Elephant
4461,373,Elephant
4612,320,Elephant
3194,286,Elephant
5240,276,Elephant
2550,270,Elephant
2854,253,Elephant
4243,382,Elephant
4752,275,Elephant
3288,322,Elephant
2120,306,Elephant
5792,331,Elephant
6499,370,Elephant
3879,296,Elephant
6445,305,Elephant
5224,354,Elephant
2512,339,Elephant
5366,345,Elephant
5443,338,Elephant
2429,380,Elephant
2067,282,Elephant
3670,345,Elephant
5414,334,Elephant
5351,302,Elephant
6316,372,Elephant
4589,268,Elephant
6225,330,Elephant
5639,340,Elephant
6341,334,Elephant
2391,351,Elephant
3393,285,Elephant
5313,252,Elephant
3032,269,Elephant
1908,316,Elephant
6268,374,Elephant
4660,297,Elephant
5504,312,Elephant
5503,261,Elephant
2882,389,Elephant
2322,266,Elephant
2823,364,Elephant
5353,384,Elephant
2938,318,Elephant
5535,255,Elephant
3709,256,Elephant
2680,369,Elephant
3508,313,Elephant
4470,355,Elephant
1961,292,Elephant
4640,273,Elephant
2363,346,Elephant
4085,321,Elephant
5488,375,Elephant
3091,388,Elephant
3719,284,Elephant
3109,343,Elephant
5173,269,Elephant
6490,371,Elephant
6171,397,Elephant
3106,358,Elephant
5386,326,Elephant
2495,317,Elephant
2998,304,Elephant
4336,264,Elephant
2879,260,Elephant
2630,362,Elephant
3845,363,Elephant
4260,353,Elephant
2925,290,Elephant
1828,371,Elephant
3928,383,Elephant
2304,265,Elephant
4572,369,Elephant
6431,252,Elephant
3206,338,Elephant
3406,339,Elephant
5335,291,Elephant
2377,393,Elephant
5331,325,Elephant
5219,350,Elephant
3533,374,Elephant
6311,375,Elephant
5596,327,Elephant
4466,324,Elephant
4580,345,Elephant
2246,293,Elephant
4935,271,Elephant
2718,353,Elephant
1923,312,Elephant
3776,324,Elephant
3260,376,Elephant
4918,376,Elephant
4776,309,Elephant
2984,384,Elephant
2318,279,Elephant
4889,293,Elephant
3487,348,Elephant
3988,301,Elephant
1935,399,Elephant
3175,338,Elephant
3644,346,Elephant
2938,361,Elephant
4950,386,Elephant
3779,388,Elephant
2739,283,Elephant
3803,379,Elephant
6277,256,Elephant
2646,317,Elephant
3797,300,Elephant
6488,254,Elephant
5488,305,Elephant
2870,370,Elephant
4532,289,Elephant
4075,297,Elephant
2059,322,Elephant
2117,354,Elephant
2766,304,Elephant
3756,379,Elephant
4492,275,Elephant
4498,329,Elephant
2135,383,Elephant
2635,339,Elephant
5927,287,Elephant
3629,366,Elephant
2019,394,Elephant
2693,364,Elephant
6157,377,Elephant
5621,371,Elephant
5246,381,Elephant
2768,271,Elephant
2143,262,Elephant
3058,395,Elephant
3918,272,Elephant
2195,348,Elephant
4359,339,Elephant
6269,350,Elephant
4632,267,Elephant
5987,318,Elephant
2770,316,Elephant
4117,387,Elephant
5587,292,Elephant
2171,372,Elephant
5428,349,Elephant
3739,324,Elephant
2195,363,Elephant
2930,282,Elephant
4781,303,Elephant
6360,287,Elephant
4253,327,Elephant
2611,318,Elephant
2416,372,Elephant
2974,398,Elephant
2017,297,Elephant
6274,313,Elephant
4065,291,Elephant
4495,312,Elephant
5623,336,Elephant
4023,318,Elephant
1841,250,Elephant
1887,283,Elephant
2485,376,Elephant
2578,259,Elephant
6262,312,Elephant
4690,292,Elephant
2986,398,Elephant
4888,346,Elephant
6045,254,Elephant
6321,267,Elephant
2240,269,Elephant
4568,352,Elephant
6173,323,Elephant
6458,256,Elephant
1999,265,Elephant
3623,369,Elephant
2751,392,Elephant
2035,388,Elephant
2950,350,Elephant
3180,317,Elephant
5334,396,Elephant
3102,392,Elephant
5541,382,Elephant
4247,381,Elephant
3028,357,Elephant
3801,300,Elephant
2813,389,Elephant
5359,268,Elephant
5881,374,Elephant
3959,253,Elephant
2361,331,Elephant
1820,257,Elephant
4677,302,Elephant
4418,376,Elephant
3138,338,Elephant
3802,303,Elephant
3314,266,Elephant
5723,363,Elephant
6456,263,Elephant
1949,327,Elephant
3368,335,Elephant
3911,300,Elephant
2037,326,Elephant
1931,381,Elephant
6320,374,Elephant
3514,354,Elephant
5983,359,Elephant
4249,387,Elephant
3916,371,Elephant
4577,347,Elephant
4192,275,Elephant
6096,255,Elephant
4677,331,Elephant
3515,336,Elephant
5005,379,Elephant
4508,344,Elephant
2935,372,Elephant
5356,302,Elephant
5724,375,Elephant
2757,344,Elephant
3149,317,Elephant
1884,343,Elephant
4851,336,Elephant
4555,347,Elephant
2461,298,Elephant
3357,398,Elephant
4591,277,Elephant
3877,361,Elephant
6454,268,Elephant
5265,286,Elephant
2674,310,Elephant
6098,282,Elephant
4944,398,Elephant
4760,384,Elephant
3969,389,Elephant
5562,279,Elephant
2749,339,Elephant
6031,318,Elephant
1988,257,Elephant
4958,388,Elephant
3763,342,Elephant
3796,268,Elephant
3058,361,Elephant
4160,384,Elephant
5091,366,Elephant
3424,313,Elephant
6344,254,Elephant
5612,328,Elephant
3129,285,Elephant
2501,276,Elephant
3321,326,Elephant
6068,278,Elephant
4770,316,Elephant
6282,300,Elephant
2763,368,Elephant
5077,327,Elephant
2462,346,Elephant
3634,313,Elephant
2261,274,Elephant
2509,316,Elephant
4860,316,Elephant
2050,282,Elephant
3679,256,Elephant
3616,303,Elephant
5013,310,Elephant
3047,394,Elephant
5721,326,Elephant
3626,274,Elephant
4108,388,Elephant
2248,382,Elephant
2095,299,Elephant
5607,353,Elephant
4322,257,Elephant
6359,395,Elephant
2548,337,Elephant
3633,307,Elephant
5956,265,Elephant
4210,307,Elephant
3269,270,Elephant
3656,276,Elephant
2694,330,Elephant
3376,306,Elephant
3352,395,Elephant
4581,335,Elephant
6222,328,Elephant
3376,365,Elephant
2198,365,Elephant
5703,293,Elephant
6405,312,Elephant
1940,290,Elephant
6493,394,Elephant
2999,325,Elephant
5227,318,Elephant
5132,263,Elephant
3907,288,Elephant
4137,319,Elephant
3354,391,Elephant
2240,383,Elephant
4145,280,Elephant
2340,300,Elephant
2254,287,Elephant
2671,342,Elephant
4768,326,Elephant
3767,275,Elephant
6467,257,Elephant
6249,324,Elephant
4235,353,Elephant
5355,284,Elephant
4416,344,Elephant
2996,359,Elephant
2096,256,Elephant
4790,292,Elephant
5771,324,Elephant
5528,261,Elephant
5544,371,Elephant
4819,321,Elephant
5226,391,Elephant
4472,267,Elephant
5031,265,Elephant
4191,330,Elephant
5017,330,Elephant
2430,279,Elephant
3051,362,Elephant
2692,265,Elephant
6007,278,Elephant
2799,316,Elephant
2350,315,Elephant
2611,342,Elephant
3707,285,Elephant
2527,368,Elephant
3416,276,Elephant
3447,360,Elephant
4697,321,Elephant
4359,265,Elephant
3971,260,Elephant
3478,305,Elephant
2836,341,Elephant
6496,378,Elephant
6308,342,Elephant
6454,330,Elephant
3946,372,Elephant
3923,386,Elephant
3323,311,Elephant
2643,375,Elephant
4690,380,Elephant
3988,378,Elephant
3344,360,Elephant
2532,345,Elephant
4045,304,Elephant
2629,362,Elephant
5849,362,Elephant
5256,378,Elephant
4461,337,Elephant
2156,384,Elephant
4665,378,Elephant
2858,327,Elephant
4676,322,Elephant
6308,264,Elephant
2662,262,Elephant
3704,290,Elephant
5893,296,Elephant
6066,286,Elephant
2932,288,Elephant
2465,256,Elephant
3180,288,Elephant
2631,370,Elephant
3874,285,Elephant
3337,391,Elephant
3148,380,Elephant
4045,329,Elephant
4396,336,Elephant
5520,396,Elephant
5613,281,Elephant
4034,296,Elephant
3130,382,Elephant
5983,297,Elephant
3233,352,Elephant
5975,346,Elephant
3838,380,Elephant
2678,354,Elephant
5628,304,Elephant
3171,346,Elephant
3064,343,Elephant
5162,262,Elephant
3893,259,Elephant
4763,357,Elephant
3597,278,Elephant
3868,388,Elephant
3202,347,Elephant
3067,392,Elephant
6090,257,Elephant
6056,388,Elephant
5391,342,Elephant
3076,256,Elephant
3308,335,Elephant
4734,312,Elephant
2291,399,Elephant
5699,296,Elephant
3493,350,Elephant
5807,266,Elephant
2088,353,Elephant
6248,358,Elephant
6438,296,Elephant
5207,282,Elephant
2251,380,Elephant
5269,250,Elephant
5559,368,Elephant
4552,328,Elephant
3309,374,Elephant
3354,270,Elephant
3705,395,Elephant
2219,288,Elephant
3441,309,Elephant
3623,345,Elephant
3121,361,Elephant
2588,371,Elephant
3772,398,Elephant
6450,315,Elephant
4214,300,Elephant
5261,292,Elephant
6334,277,Elephant
5729,322,Elephant
2315,336,Elephant
4018,362,Elephant
4384,374,Elephant
2316,317,Elephant
2999,378,Elephant
2171,269,Elephant
4989,272,Elephant
3748,313,Elephant
3990,359,Elephant
4906,375,Elephant
5133,331,Elephant
4027,313,Elephant
2863,397,Elephant
5494,360,Elephant
3594,273,Elephant
5473,289,Elephant
3021,331,Elephant
2762,310,Elephant
2992,309,Elephant
5231,283,Elephant
5143,261,Elephant
5765,280,Elephant
2212,386,Elephant
4447,284,Elephant
2651,288,Elephant
6355,306,Elephant
6448,388,Elephant
4050,387,Elephant
3879,291,Elephant
1988,274,Elephant
2845,276,Elephant
6386,271,Elephant
5077,257,Elephant
5916,281,Elephant
1957,335,Elephant
6005,354,Elephant
5298,312,Elephant
1947,279,Elephant
4457,391,Elephant
4346,344,Elephant
2812,289,Elephant
2478,322,Elephant
5319,281,Elephant
2851,374,Elephant
5286,303,Elephant
5164,355,Elephant
5736,258,Elephant
5150,398,Elephant
3507,264,Elephant
4842,317,Elephant
4081,285,Elephant
3704,372,Elephant
3207,326,Elephant
3868,348,Elephant
4638,334,Elephant
3818,251,Elephant
2763,292,Elephant
2765,325,Elephant
4348,348,Elephant
5252,358,Elephant
1805,251,Elephant
2952,295,Elephant
6110,298,Elephant
4466,275,Elephant
2413,329,Elephant
4803,368,Elephant
2140,363,Elephant
1999,394,Elephant
5222,278,Elephant
2484,313,Elephant
6318,276,Elephant
5960,282,Elephant
3768,328,Elephant
4105,254,Elephant
2812,265,Elephant
4375,349,Elephant
4837,305,Elephant
3766,311,Elephant
2036,374,Elephant
2827,365,Elephant
5219,373,Elephant
6428,355,Elephant
4586,352,Elephant
2019,301,Elephant
4274,276,Elephant
1977,382,Elephant
4097,369,Elephant
5160,392,Elephant
5944,312,Elephant
6258,376,Elephant
3288,384,Elephant
5293,291,Elephant
3745,343,Elephant
4682,262,Elephant
5457,281,Elephant
3757,291,Elephant
5926,328,Elephant
4641,399,Elephant
1802,357,Elephant
4319,281,Elephant
6240,368,Elephant
5935,364,Elephant
5553,367,Elephant
5920,375,Elephant
4944,382,Elephant
4628,260,Elephant
3176,260,Elephant
5230,328,Elephant
2162,299,Elephant
2534,260,Elephant
2142,339,Elephant
2618,364,Elephant
6247,371,Elephant
2661,313,Elephant
4240,346,Elephant
5049,384,Elephant
2124,294,Elephant
2340,304,Elephant
5355,299,Elephant
2331,267,Elephant
4981,263,Elephant
4792,272,Elephant
5499,264,Elephant
3451,355,Elephant
4066,388,Elephant
2001,290,Elephant
4663,388,Elephant
5332,302,Elephant
6429,378,Elephant
2375,333,Elephant
3434,302,Elephant
2281,268,Elephant
2905,341,Elephant
4557,281,Elephant
2663,331,Elephant
5718,320,Elephant
4762,357,Elephant
4672,378,Elephant
4472,306,Elephant
4068,317,Elephant
1871,263,Elephant
2613,383,Elephant
1838,362,Elephant
3800,353,Elephant
3784,304,Elephant
4453,290,Elephant
2854,372,Elephant
2123,339,Elephant
4849,398,Elephant
6248,381,Elephant
3973,351,Elephant
3867,270,Elephant
1810,339,Elephant
2521,283,Elephant
5671,255,Elephant
2069,389,Elephant
5385,395,Elephant
3217,334,Elephant
3276,268,Elephant
2265,379,Elephant
1869,268,Elephant
2647,303,Elephant
3638,274,Elephant
5004,379,Elephant
3517,378,Elephant
4970,333,Elephant
3901,378,Elephant
3614,288,Elephant
6038,256,Elephant
3481,271,Elephant
2594,333,Elephant
2415,289,Elephant
4884,251,Elephant
5116,332,Elephant
1989,380,Elephant
4228,399,Elephant
5908,253,Elephant
3419,258,Elephant
2277,308,Elephant
2450,399,Elephant
3889,272,Elephant
3564,325,Elephant
1970,300,Elephant
2059,256,Elephant
6064,319,Elephant
2935,366,Elephant
3452,382,Elephant
3058,306,Elephant
3761,330,Elephant
2146,394,Elephant
4879,393,Elephant
4790,338,Elephant
3774,260,Elephant
2248,338,Elephant
3901,339,Elephant
1899,380,Elephant
4748,351,Elephant
2363,323,Elephant
5067,267,Elephant
2520,250,Elephant
4036,287,Elephant
5284,278,Elephant
3331,267,Elephant
3611,366,Elephant
3840,397,Elephant
4195,393,Elephant
6307,380,Elephant
2158,273,Elephant
2559,331,Elephant
6046,250,Elephant
2716,367,Elephant
3602,364,Elephant
5774,396,Elephant
3503,372,Elephant
5868,280,Elephant
4852,347,Elephant
5092,258,Elephant
4383,251,Elephant
6010,305,Elephant
2298,280,Elephant
5753,302,Elephant
2661,278,Elephant
3418,359,Elephant
5820,294,Elephant
4370,312,Elephant
4150,278,Elephant
2607,332,Elephant
3107,314,Elephant
2503,324,Elephant
2736,364,Elephant
5361,358,Elephant
1834,313,Elephant
3926,290,Elephant
4225,338,Elephant
5799,275,Elephant
6185,327,Elephant
2042,280,Elephant
1884,324,Elephant
2983,275,Elephant
6274,397,Elephant
4705,386,Elephant
4915,261,Elephant
5149,392,Elephant
3668,317,Elephant
2651,285,Elephant
4733,276,Elephant
4907,373,Elephant
3969,310,Elephant
2674,312,Elephant
4258,283,Elephant
2381,343,Elephant
5659,280,Elephant
2699,301,Elephant
3452,369,Elephant
3538,307,Elephant
4928,367,Elephant
1961,315,Elephant
4420,338,Elephant
5828,345,Elephant
6297,296,Elephant
3721,331,Elephant
2342,356,Elephant
2645,330,Elephant
6246,273,Elephant
5970,291,Elephant
5788,388,Elephant
6373,329,Elephant
4969,368,Elephant
5723,277,Elephant
3332,328,Elephant
2170,277,Elephant
4496,314,Elephant
4351,251,Elephant
3113,353,Elephant
2275,308,Elephant
5389,346,Elephant
6444,252,Elephant
3682,268,Elephant
6488,314,Elephant
2463,323,Elephant
5989,333,Elephant
3480,271,Elephant
6092,380,Elephant
2711,396,Elephant
3370,291,Elephant
3066,313,Elephant
5778,310,Elephant
4612,383,Elephant
1804,352,Elephant
3108,350,Elephant
6093,382,Elephant
4812,303,Elephant
6366,284,Elephant
3706,266,Elephant
3496,365,Elephant
2715,289,Elephant
3942,278,Elephant
6077,263,Elephant
5047,384,Elephant
4074,364,Elephant
3806,348,Elephant
2899,336,Elephant
6309,367,Elephant
3812,252,Elephant
3337,348,Elephant
5634,269,Elephant
3812,305,Elephant
5441,361,Elephant
5928,302,Elephant
3596,287,Elephant
3414,350,Elephant
3781,362,Elephant
2558,287,Elephant
3469,345,Elephant
1829,290,Elephant
2867,293,Elephant
6096,378,Elephant
5511,357,Elephant
5427,321,Elephant
3221,289,Elephant
4294,381,Elephant
6309,347,Elephant
3141,350,Elephant
2839,316,Elephant
5681,305,Elephant
2449,261,Elephant
2490,270,Elephant
3728,349,Elephant
2166,358,Elephant
4234,386,Elephant
4198,259,Elephant
6279,253,Elephant
2086,257,Elephant
5925,311,Elephant
4218,289,Elephant
5830,345,Elephant
4882,398,Elephant
3540,296,Elephant
5081,399,Elephant
5899,377,Elephant
4720,320,Elephant
5508,292,Elephant
5349,319,Elephant
4815,399,Elephant
3529,337,Elephant
5707,380,Elephant
2797,292,Elephant
2662,349,Elephant
3027,282,Elephant
3340,377,Elephant
3829,322,Elephant
3703,303,Elephant
2922,373,Elephant
3093,346,Elephant
5638,291,Elephant
5650,306,Elephant
6103,342,Elephant
2448,274,Elephant
3491,279,Elephant
6224,349,Elephant
2931,253,Elephant
1944,378,Elephant
3139,326,Elephant
5006,396,Elephant
4042,307,Elephant
2587,292,Elephant
3278,265,Elephant
1933,368,Elephant
6350,379,Elephant
2505,309,Elephant
1987,284,Elephant
5475,354,Elephant
2991,364,Elephant
4225,322,Elephant
6024,307,Elephant
5527,388,Elephant
5370,353,Elephant
4352,395,Elephant
4637,355,Elephant
4002,359,Elephant
5186,355,Elephant
4695,351,Elephant
2694,317,Elephant
2884,292,Elephant
3478,288,Elephant
2217,327,Elephant
5389,354,Elephant
2811,271,Elephant
2806,361,Elephant
4154,312,Elephant
3718,304,Elephant
5914,302,Elephant
5365,346,Elephant
6271,279,Elephant
6159,276,Elephant
4885,393,Elephant
3606,379,Elephant
5058,360,Elephant
3219,331,Elephant
6381,300,Elephant
2908,297,Elephant
2463,294,Elephant
3652,320,Elephant
4158,361,Elephant
4633,252,Elephant
2652,386,Elephant
5734,287,Elephant
2800,347,Elephant
4148,270,Elephant
5051,390,Elephant
2863,283,Elephant
3926,277,Elephant
5911,343,Elephant
3415,298,Elephant
5104,352,Elephant
3044,379,Elephant
2784,396,Elephant
6046,273,Elephant
3955,295,Elephant
2580,332,Elephant
5749,335,Elephant
4885,328,Elephant
2528,253,Elephant
4100,346,Elephant
6023,386,Elephant
6336,319,Elephant
3790,302,Elephant
2556,323,Elephant
3348,262,Elephant
2274,390,Elephant
4544,251,Elephant
6107,297,Elephant
3442,394,Elephant
5136,313,Elephant
2801,376,Elephant
2013,265,Elephant
4981,377,Elephant
4029,277,Elephant
5473,344,Elephant
4689,311,Elephant
3357,384,Elephant
3477,305,Elephant
5720,396,Elephant
5346,272,Elephant
1823,311,Elephant
2685,390,Elephant
3948,387,Elephant
2788,331,Elephant
1841,371,Elephant
6341,358,Elephant
2351,354,Elephant
6384,317,Elephant
4153,314,Elephant
3351,295,Elephant
2909,329,Elephant
3917,276,Elephant
3152,384,Elephant
5284,279,Elephant
6233,396,Elephant
3835,287,Elephant
4401,303,Elephant
4262,290,Elephant
4830,348,Elephant
5551,348,Elephant
3550,341,Elephant
6409,295,Elephant
6017,367,Elephant
5151,291,Elephant
2990,338,Elephant
3289,295,Elephant
4343,377,Elephant
6415,393,Elephant
1851,397,Elephant
4165,257,Elephant
3409,362,Elephant
2422,385,Elephant
6006,330,Elephant
3300,384,Elephant
5710,297,Elephant
6058,385,Elephant
3247,327,Elephant
4858,285,Elephant
2566,273,Elephant
5527,379,Elephant
2639,358,Elephant
6267,359,Elephant
2239,258,Elephant
3933,314,Elephant
5343,377,Elephant
3774,392,Elephant
6281,292,Elephant
2580,374,Elephant
4733,358,Elephant
5075,327,Elephant
4783,250,Elephant
5655,339,Elephant
3759,277,Elephant
3363,384,Elephant
2545,349,Elephant
5810,376,Elephant
4134,252,Elephant
3923,355,Elephant
1892,350,Elephant
5551,305,Elephant
1854,366,Elephant
1926,363,Elephant
5325,292,Elephant
6294,379,Elephant
6175,253,Elephant
1990,374,Elephant
3204,258,Elephant
3982,267,Elephant
4838,306,Elephant
5288,264,Elephant
3253,357,Elephant
5032,383,Elephant
6045,350,Elephant
6215,253,Elephant
4371,303,Elephant
3254,254,Elephant
3657,256,Elephant
4819,396,Elephant
3319,284,Elephant
4537,325,Elephant
5715,279,Elephant
2470,393,Elephant
6056,275,Elephant
4099,283,Elephant
5243,252,Elephant
3229,357,Elephant
5534,330,Elephant
5577,363,Elephant
6172,322,Elephant
2253,314,Elephant
6301,280,Elephant
4422,275,Elephant
5816,253,Elephant
5052,266,Elephant
3527,357,Elephant
2835,356,Elephant
3681,252,Elephant
1942,256,Elephant
4570,327,Elephant
3189,318,Elephant
3014,279,Elephant
2498,323,Elephant
6269,371,Elephant
5789,341,Elephant
4907,349,Elephant
2481,327,Elephant
5419,258,Elephant
5440,256,Elephant
5695,393,Elephant
3904,311,Elephant
2023,323,Elephant
3946,275,Elephant
3505,396,Elephant
3812,328,Elephant
5941,290,Elephant
5607,294,Elephant
4407,343,Elephant
4303,346,Elephant
3958,296,Elephant
6319,283,Elephant
3880,390,Elephant
6450,256,Elephant
6128,383,Elephant
5891,335,Elephant
6235,261,Elephant
4571,255,Elephant
3056,362,Elephant
6411,394,Elephant
5370,288,Elephant
5290,315,Elephant
2654,397,Elephant
1869,292,Elephant
5555,320,Elephant
3291,367,Elephant
5110,331,Elephant
4493,253,Elephant
3636,370,Elephant
2278,344,Elephant
4865,393,Elephant
5419,305,Elephant
2393,295,Elephant
4081,281,Elephant
5740,389,Elephant
5796,251,Elephant
2671,257,Elephant
5042,385,Elephant
1871,276,Elephant
3238,313,Elephant
3614,308,Elephant
2573,326,Elephant
1861,395,Elephant
2411,382,Elephant
3360,304,Elephant
2381,373,Elephant
3241,330,Elephant
5003,320,Elephant
4591,361,Elephant
4694,303,Elephant
1813,283,Elephant
4051,396,Elephant
3059,371,Elephant
2771,255,Elephant
2360,284,Elephant
5621,352,Elephant
5459,323,Elephant
5053,383,Elephant
3739,295,Elephant
3300,250,Elephant
5370,278,Elephant
4726,390,Elephant
5008,315,Elephant
3705,345,Elephant
3882,287,Elephant
2083,287,Elephant
5933,306,Elephant
2629,396,Elephant
4305,332,Elephant
4575,255,Elephant
6041,357,Elephant
3318,306,Elephant
6323,322,Elephant
6375,282,Elephant
4718,319,Elephant
3299,264,Elephant
5535,384,Elephant
5873,317,Elephant
4096,321,Elephant
2989,318,Elephant
4008,354,Elephant
4681,273,Elephant
4900,320,Elephant
3051,258,Elephant
2164,373,Elephant
3681,376,Elephant
5795,297,Elephant
2025,263,Elephant
2146,347,Elephant
4641,322,Elephant
4457,336,Elephant
2075,253,Elephant
3654,396,Elephant
3387,257,Elephant
5951,279,Elephant
3954,273,Elephant
3931,385,Elephant
2999,261,Elephant
4043,369,Elephant
4539,398,Elephant
4737,292,Elephant
5381,347,Elephant
3326,386,Elephant
3433,343,Elephant
3701,345,Elephant
5132,282,Elephant
4360,262,Elephant
3789,383,Elephant
6319,326,Elephant
4316,282,Elephant
4975,254,Elephant
2967,285,Elephant
2152,352,Elephant
3443,315,Elephant
